TITLE	KEYWORD	YEAR
Raiders of the Damned (2007)	monster	2007
Raiders of the Damned (2007)	zombie	2007
Raiders of the Living Dead (1986)	zombie	1986
Raiders of the Lost Ark (1981)	mummy	1981
Raifu izu deddo (2012)	zombie	2012
Rainbows of Hawai'i (1995)	dragon	1995
Rainy Day (2012)	alien	2012
Rak Lorn (2008)	ghost	2008
Ram Vanwas (1918)	demon	1918
Ramayan (1922)	demon	1922
Rammbock: Berlin Undead (2010)	zombie	2010
Ran (1985)	demon	1985
Ran (1985)	phantom	1985
Rana: The Legend of Shadow Lake (1975)	monster	1975
Randy Orton: The Evolution of a Predator (2011) (V)	predator	2011
Rangda: The Demon Queen (2013)	demon	2013
Raptor (2001) (V)	dinosaur	2001
Raptor Island (2004) (TV)	dinosaur	2004
Raptor Ranch (2012)	dinosaur	2012
Rasen (1998)	ghost	1998
RashÃ´mon (1950)	ghost	1950
Ratataplan (1979)	robot	1979
Ratatouille (2007)	ghost	2007
Ratboy (1986)	mutant	1986
Rats - Notte di terrore (1984)	monster	1984
Rats - Notte di terrore (1984)	mutant	1984
Ratstar (2004)	android	2004
Rattlers (1976)	mutant	1976
Ratu sakti calon arang (1985)	witch	1985
Raven Gets a Life (2006)	vampire	2006
Raven's Hollow (2011) (V)	ghost	2011
Raven's Hollow (2011) (V)	vampire	2011
Raving Maniacs (2005)	zombie	2005
Raw Force (1982)	zombie	1982
Rawhead Rex (1986)	demon	1986
Rawhead Rex (1986)	monster	1986
Ray of Darkness (2005)	ghost	2005
Rayo de luna (2008) (V)	ghost	2008
Razor Blade Smile (1998)	vampire	1998
Re-Animator (1985)	zombie	1985
Re-Entry (2012)	monster	2012
Real Men (1987)	alien	1987
Real Steel (2011)	robot	2011
Really Rosie (1975) (TV)	ghost	1975
Really Rosie (1975) (TV)	goblin	1975
Really Rosie (1975) (TV)	witch	1975
Realms of Blood (2004) (V)	vampire	2004
Reap the Wild Wind (1942)	sea-monster	1942
Reazione a catena (1971)	monster	1971
Recorded Live (1975)	monster	1975
Rectuma (2003)	monster	2003
Red (2006/I)	alien	2006
Red Blooded American Girl (1990)	vampire	1990
Red Cars (2005)	ghost	2005
Red Claw Way (2013)	alien	2013
Red Claw Way (2013)	vampire	2013
Red Claw Way (2013)	zombie	2013
Red Dragon (2002)	demon	2002
Red Dragon (2002)	dragon	2002
Red Eye (2005)	monster	2005
Red Hot Riding Hood (1943)	ghost	1943
Red Krokodil (2013) (V)	monster	2013
Red Light August (1999)	monster	1999
Red Lips (1995)	vampire	1995
Red Lips II (1996)	vampire	1996
Red Planet (2000)	robot	2000
Red Riding Hood (2007)	werewolf	2007
Red Riding Hood (2011)	werewolf	2011
Red Riding Hood Meets Frankenstein (2004)	dracula	2004
Red Rover (2003)	ghost	2003
Red Sonja (1985)	giant-spider	1985
Red Sonja (1985)	sea-monster	1985
Red State (2005)	zombie	2005
Red Velvet Girls (2005)	vampire	2005
Red Victoria (2008)	zombie	2008
Red White and Boo (1955)	dinosaur	1955
Red White and Boo (1955)	ghost	1955
Red: Werewolf Hunter (2010) (TV)	werewolf	2010
Redemption: The Challenge (2014)	demon	2014
Redemption: The Challenge (2014)	satan	2014
Redneck Zombies (1989)	zombie	1989
Reefer Madness: The Movie Musical (2005)	devil	2005
Reefer Madness: The Movie Musical (2005)	satan	2005
Reefer Madness: The Movie Musical (2005)	zombie	2005
Reel Horror (1985)	ghost	1985
Reel Zombies (2008)	zombie	2008
Reflecment (1997)	ghost	1997
Reflections in Clay (2007)	satan	2007
Reflections on Ice: Michelle Kwan Skates to the Music of Disney's 'Mulan' (1998) (TV)	dragon	1998
Refuge (2008/I)	zombie	2008
Regal Shocker (The Movie) (1989)	ghost	1989
Reign in Darkness (2002) (V)	vampire	2002
Reign of Fire (2002)	dragon	2002
Reign of the Dead (2000)	zombie	2000
Reign of the Gargoyles (2007) (TV)	monster	2007
Reiki (2009)	witch	2009
Reipu zonbi: Lust of the dead (2012)	zombie	2012
Reisen til julestjernen (1976)	goblin	1976
Reisen til julestjernen (2012)	witch	2012
Rejected (2000)	alien	2000
Rejsen til Saturn (2008)	dragon	2008
Rejuvenatrix (1988)	monster	1988
Rekopis znaleziony w Saragossie (1965)	ghost	1965
Reliquia (2009)	vampire	2009
Remains (2006) (V)	zombie	2006
Remando al viento (1988)	monster	1988
Remote Control (1988)	alien	1988
Ren she da zhan (1983)	giant-snake	1983
Ren yu chuan shuo (1994)	mermaid	1994
Ren yu duo duo (2005)	mermaid	2005
Rencontre avec le dragon (2003)	ghost	2003
Rencontre avec le dragon (2003)	phantom	2003
Rendez-moi ma peau... (1980)	witch	2003
Rendez-vous (1985)	ghost	1985
Rendezvous with Rama (????)	alien	1985
Renfield the Undead (2010)	vampire	2010
Rentaghost (2013)	ghost	2013
Report 51 (2011)	alien	2011
Repossessed (1990)	demon	1990
Repossessed (1990)	devil	1990
Repossessed (1990)	monster	1990
Repossessed (1990)	satan	1990
Repossessed (2002)	ghost	2002
Reptilicus (1961)	dinosaur	1961
Reptilicus (1961)	monster	1961
Requiem (2001/II)	satan	2001
Requiem for a Vampire (2006) (V)	vampire	2006
Requital (2003)	ghost	2003
Resident (2012)	android	2012
Resident (2012)	robot	2012
Resident Alien (1991) (TV)	alien	1991
Resident Evil (2002)	monster	2002
Resident Evil (2002)	mutant	2002
Resident Evil (2002)	zombie	2002
Resident Evil 1.5: Fan Trailer (2010)	monster	2002
Resident Evil: Afterlife (2010)	monster	2010
Resident Evil: Afterlife (2010)	zombie	2010
Resident Evil: Apocalypse (2004)	monster	2004
Resident Evil: Apocalypse (2004)	mutant	2004
Resident Evil: Apocalypse (2004)	zombie	2004
Resident Evil: Degeneration (2008)	zombie	2008
Resident Evil: Extinction (2007)	monster	2007
Resident Evil: Extinction (2007)	zombie	2007
Resident Evil: Retribution (2012)	monster	2012
Resident Evil: Retribution (2012)	mutant	2012
Resident Evil: Retribution (2012)	zombie	2012
Resiklo (2007)	alien	2007
Resiklo (2007)	monster	2007
Resiklo (2007)	mutant	2007
Resiklo (2007)	robot	2007
Ressources humaines (1999)	robot	1999
Rest Stop (2006) (V)	ghost	2006
Rest Stop (2012)	alien	2012
Rest Stop: Don't Look Back (2008) (V)	ghost	2008
Restless (2011/I)	ghost	2011
Restless Spirits (1999) (TV)	ghost	1999
Resurrection Mary (2002)	ghost	2002
Resurrection Mary (2005)	ghost	2005
Resurrection Mary (2007)	demon	2007
Resurrection Mary (2007)	ghost	2007
Retardead (2008) (V)	zombie	2008
Retratos en un mar de mentiras (2010)	ghost	2010
Retribution (1987)	demon	1987
Retribution in the Year 2050 (1998)	robot	1998
Return from Witch Mountain (1978)	alien	1978
Return of the Bloodsucking Nazi Zombies (2010)	zombie	2010
Return of the Fly (1959)	giant-insect	1959
Return of the Killer Tomatoes! (1988)	mutant	1988
Return of the Living Dead III (1993)	zombie	1993
Return of the Living Dead Part II (1988)	zombie	1988
Return of the Living Dead: Necropolis (2005)	zombie	2005
Return to Boggy Creek (1977)	bigfoot	1977
Return to Boggy Creek (1977)	monster	1977
Return to Boggy Creek (1977)	sasquatch	1977
Return to Glennascaul (1953)	ghost	1953
Return to House on Haunted Hill (2007) (V)	ghost	2007
Return to House on Haunted Hill (2007) (V)	monster	2007
Return to Never Land (2002)	mermaid	2002
Return to Oz (1964) (TV)	witch	1964
Return to Oz (1985)	robot	1985
Revamped (2007) (V)	vampire	2007
Revamped: A Vampire Tale (2009) (V)	dracula	2009
Revamped: A Vampire Tale (2009) (V)	vampire	2009
Revenant (2012)	ghost	2012
Revenge in the House of Usher (1988)	vampire	1988
Revenge of Cerebral Print (2004)	alien	2004
Revenge of the Bimbot Zombie Killers (2011)	zombie	2011
Revenge of the Creature (1955)	alien	1955
Revenge of the Creature (1955)	monster	1955
Revenge of the Creature (1955)	sea-monster	1955
Revenge of the Nerds (1984)	ogre	1984
Revenge of the Nerds (1984)	robot	1984
Revenge of the Red Baron (1994)	ghost	1994
Revenge of the Stepford Wives (1980) (TV)	android	1980
Revenge of the Stepford Wives (1980) (TV)	robot	1980
Revenge of the Stolen Stars (1986)	ghost	1986
Revenge of the Zombies (1943)	zombie	1943
Reverso oscuro (2008)	zombie	2008
Revisited (2011)	ghost	2011
Revived (2011)	demon	2011
Revived (2011)	devil	2011
Revolt of the Zombies (1936)	zombie	1936
Rewind (2005/II)	ghost	2005
Rex & Red (1998)	dinosaur	1998
Rex Fears Dogs (2006)	witch	2006
Reznikoff's Revenge (1988)	ghost	1988
Rhea Gall Force (1989) (V)	robot	1989
Rhythm Round-Up (1945)	ghost	1945
Richard III (1955)	ghost	1955
Ricky 6 (2000)	satan	2000
Ricky Steamboat: The Life Story of the Dragon (2010) (V)	dragon	2010
Ridgeback (2009)	monster	2009
Riding with Death (1976) (TV)	invisible-man	1976
Ring of Darkness (2004) (TV)	zombie	2004
Ring of the Nibelungs (2004) (TV)	dragon	2004
Ring of the Nibelungs (2004) (TV)	monster	2004
Ringu (1998)	ghost	1998
Ringu 0: BÃ¢sudei (2000)	ghost	2000
Ringu 2 (1999)	ghost	1999
Ringu: Jiko ka! Henshi ka! 4-tsu no inochi wo ubau shÃ´jo no onnen (1995) (TV)	ghost	1995
Rinne (2005)	ghost	2005
Rinne (2005)	zombie	2005
Rip Cage (2007)	ghost	2007
Rise (2007)	vampire	2007
Rise of the Dead (2007) (V)	ghost	2007
Rise of the Ghosts (2007)	ghost	2007
Rise of the Scarecrows (2009) (V)	zombie	2009
Rise of the Undead (2005) (V)	monster	2005
Risen (2008) (V)	zombie	2008
Rising Dead (2007) (V)	zombie	2007
Rising Up: The Story of the Zombie Rights Movement (2009)	zombie	2009
Risti ja liekki (1957)	witch	1957
Riti, magie nere e segrete orge nel trecento... (1973)	witch	1957
Ritual of Death (1990)	devil	1990
Ritual's End (2010)	zombie	2010
RitÃ¢nÃ¢ (2002)	alien	2002
Rivelazioni di un maniaco sessuale al capo della squadra mobile (1972)	ghost	1972
River Ribber (1945)	ghost	1945
Riverpool (2010)	satan	2010
Riverworld (2003) (TV)	alien	2003
Road Kill (2006) (V)	monster	2006
Road Kill (2009)	zombie	2009
Road to Moloch (2009)	demon	2009
Roadkill (2011) (TV)	monster	2011
Roadside Massacre (2012)	zombie	2012
Roberto Devereux (1997) (TV)	ghost	1997
Roberto and the Robot (2009)	robot	2009
Robin Hood: Ghosts of Sherwood (2012)	witch	2012
Robin Hood: Men in Tights (1993)	witch	1993
Robin Hood: Prince of Thieves (1991)	witch	1991
Robinson Crusoe on Mars (1964)	alien	1964
Robo JÃ® (2012)	robot	2012
Robo Warriors (1997)	robot	1997
Robo-Nurse (2009)	robot	2009
Robo-geisha (2009)	android	2009
Robo-geisha (2009)	robot	2009
RoboCop (1987)	mutant	1987
RoboCop (1987)	robot	1987
RoboCop (2013)	robot	2013
RoboCop 2 (1990)	android	1990
RoboCop 2 (1990)	robot	1990
RoboCop 3 (1993)	robot	1993
RoboCop vs Terminator (2006) (V)	robot	2006
RoboCup99 (2000)	robot	2000
Robokon (2003)	robot	2003
Robot & Frank (2012)	robot	2012
Robot (2005)	robot	2005
Robot Bastard! (2002)	robot	2002
Robot Boy (2003)	robot	2003
Robot Holocaust (1986) (V)	mutant	1986
Robot Holocaust (1986) (V)	robot	1986
Robot Jox (1989)	robot	1989
Robot Love (2000)	robot	2000
Robot Love Slaves (1971)	robot	1971
Robot Monster (1953)	dinosaur	1953
Robot Monster (1953)	monster	1953
Robot Monster (1953)	robot	1953
Robot Rabbit (1953)	robot	1953
Robot Star Jjangga (1988)	robot	1988
Robot Stories (2003)	android	2003
Robot Stories (2003)	robot	2003
Robot Taekwon V (1976)	robot	1976
Robot Taekwon V 3tan! Sujung teukgongdae (1977)	robot	1977
Robot Taekwon V: Wooju jakjeon (1976)	robot	1976
Robot Wars (1993)	robot	1993
Robot Wrecks (1941)	robot	1941
Robotech (????)	robot	1941
Robotech II: The Sentinels (1986) (V)	robot	1986
Roboteu King (1981)	robot	1981
Roboteuwang Sseonsyakeu (1985)	robot	1985
Robotix (1985) (V)	robot	1985
Robotman & Friends (1985) (TV)	robot	1985
Robots (2005)	robot	2005
Robots Don't Know Jacks! (2010)	robot	2010
Robots in Toyland (1965)	robot	1965
Robotto kÃ¢nibaru (1991)	android	1991
Robotto kÃ¢nibaru (1991)	robot	1991
Robottom (2003)	android	2003
Robottom (2003)	robot	2003
Robowar - Robot da guerra (1989)	monster	1989
Rocco, ang batang bato (1982)	monster	1982
Rocco, ang batang bato (1982)	vampire	1982
Rock & Rule (1983)	demon	1983
Rock 'Em Dead (2007) (V)	zombie	2007
Rock 'n' Roll Nightmare (1987)	demon	1987
Rock 'n' Roll Nightmare (1987)	monster	1987
Rock Monster (2008) (TV)	monster	2008
Rock Zombie (2007)	zombie	2007
Rockabilly Vampire (1996)	vampire	1996
Rockabilly Zombie Weekend (2013)	zombie	2013
Rocket Science (2007)	ghost	2007
Rocket to Mars (1946)	invisible-man	1946
Rocket to Stardom (1982)	alien	1982
Rocketeers (1932)	mermaid	1932
Rocktober Blood (1984)	ghost	1984
Rocktober Blood (1984)	zombie	1984
Rockula (1990)	vampire	1990
Rogue (2001)	robot	2001
Rois et reine (2004)	ghost	2004
Rolie Polie Olie: The Great Defender of Fun (2002) (V)	robot	2002
Roman GÃ¼ttinger - Hollywood Ã  discretion (2007)	alien	2007
Romasanta (2004)	werewolf	2004
Romeo & Juliet vs. The Living Dead (2009)	zombie	2004
Romeo i Julija (1984)	monster	1984
Ronda nocturna (2005)	ghost	2005
Roni vs. Lincoln (2002) (V)	zombie	2005
Room 6 (2006)	demon	2006
Room 6 (2006)	zombie	2006
Roommate (2010)	ghost	2010
Rooz-e fereshte (1993)	ghost	1993
Rosa mistica (1987)	ghost	1987
Rosas HÃ¶llenfahrt (2009)	satan	2009
Rosemary's Baby (1968)	devil	1968
Rosemary's Baby (1968)	satan	1968
Roswell (1994) (TV)	alien	1994
Roswell (2007)	alien	2007
Roswell: The Aliens Attack (1999) (TV)	alien	1999
Roswell? Yes! (2002) (V)	alien	2000
RotkÃ¤ppchen: The Blood of Red Riding Hood (2009)	werewolf	2009
Rotten Shaolin Zombies (2004) (V)	zombie	2004
Rottweiler (2004)	robot	2004
Roulette (2005)	ghost	2005
Route 30 (2007)	bigfoot	2007
Route 30, Too! (2012)	alien	2012
Route 30, Too! (2012)	ghost	2012
Route 666 (2001)	ghost	2001
Route 666 (2001)	zombie	2001
Roxy Hunter and the Horrific Halloween (2008) (TV)	vampire	2008
Roxy Hunter and the Mystery of the Moody Ghost (2007) (TV)	ghost	2007
Roxy Hunter and the Myth of the Mermaid (2008) (TV)	mermaid	2008
Rubber (2010)	monster	2010
Rubber Johnny (2005)	mutant	2005
Ruby (1977)	ghost	1977
Ruddigore (1966)	ghost	1966
Ruddigore (1972) (TV)	ghost	1972
Ruddigore (1982) (TV)	ghost	1982
Rudolph's Shiny New Year (1976) (TV)	dinosaur	1976
Rudolph, the Red-Nosed Reindeer (1964) (TV)	monster	1964
Rufus (2009)	vampire	2009
Rugrats in Paris: The Movie - Rugrats II (2000)	dinosaur	2000
Rugrats in Paris: The Movie - Rugrats II (2000)	robot	2000
RumÃ¤nien - Das Land in dem ich geboren bin (2004)	vampire	2004
Run (2002/II)	alien	2002
Run Lightman (2005)	robot	2005
Run Zombie Run (2009)	zombie	2009
Runaway (1984)	robot	1984
Runaway Robots! Romie-O and Julie-8 (1979) (TV)	robot	1979
Runt (2005)	demon	2005
Runt (2005)	ghost	2005
Rurik (2006)	monster	2006
Rurik (2006)	vampire	2006
Rurik (2006)	werewolf	2006
Rusalka (1997)	mermaid	1997
Rusalochka (1976)	mermaid	1976
Ruslan i Lyudmila (1972)	mermaid	1972
Ruslan i Lyudmila (1972)	witch	1972
Ryann Watters and the King's Sword (2013)	dragon	2013
Ryeong (2004)	ghost	2004
Rymdinvasion i Lappland (1959)	alien	1959
Rymdinvasion i Lappland (1959)	sasquatch	1959
RyÃ» seiki (1985) (V)	dragon	1985
RÃ´dosu-tÃ´ senki (1990) (V)	dragon	1990
RÃ´dosu-tÃ´ senki (1990) (V)	goblin	1990
RÃ´jin to rabudÃ´ru: Watashi ga shochÃ´ ni natta toki... (2008)	android	1990
RÃ´jin to rabudÃ´ru: Watashi ga shochÃ´ ni natta toki... (2008)	robot	1990
RÃ¶lli ja metsÃ¤nhenki (2001)	troll	2001
RÃ¸dtotterne og Tyrannos (1988)	dinosaur	1988
S.O.S., abuelita (1959)	ghost	1988
S1m0ne (2002)	robot	2002
S4 (2008)	alien	2008
SEX! With Hot Robots (2010)	robot	2010
SF Shinseiki Lensman (1984)	alien	1984
SLC Punk! (1998)	alien	1998
SLC Punk! (1998)	satan	1998
SON of Nosferatu (2011)	vampire	2011
Sa ilalim ng cogon (2005)	monster	2005
Sa init ng apoy (1980)	demon	1980
Sa init ng apoy (1980)	vampire	1980
Sa pusod ng dagat (1998)	mermaid	1998
Saam gaang yi (2004)	vampire	2004
Saaya (2003)	ghost	2003
Sabbath (2008) (V)	zombie	2008
Sabrina the Teenage Witch (1996) (TV)	witch	1996
Sabrina the Teenage Witch in Friends Forever (2002) (TV)	witch	2002
Safe Haven: A Zombie Movie (2011)	zombie	2011
Safe Zone: The Making of Safe Zone (2011)	zombie	2011
Safety First (2009/II)	zombie	2009
Sahri (2012)	ghost	2012
Sai chiu (2006)	ghost	2006
Sai yau gei: Daai git guk ji - Sin leui kei yun (1994)	devil	1994
Sai yau gei: Dai yat baak ling yat wui ji - Yut gwong bou haap (1994)	giant-spider	1994
Saigo no rabudÃ´ru: Watashi, otona no omocha tomemashita. (2010)	android	1994
Saigo no rabudÃ´ru: Watashi, otona no omocha tomemashita. (2010)	robot	1994
SaikyÃ´ heiki joshikÃ´sei: Rika - zonbi hantÃ¢ vs saikyÃ´ zonbi Gurorian (2008)	zombie	2008
Sailor Siren Song (2009)	mermaid	2009
Saint Ange (2004)	ghost	2004
Saint Dracula 3D (2012)	dracula	2012
Saint Sanguinus (2012) (V)	vampire	2012
Saint Sinner (2002) (TV)	demon	2002
Saint-Belmont (2011)	zombie	2011
SaiyÃ»ki (1960)	monster	1960
SaiyÃ»ki (1960)	ogre	1960
Sakebi (2006)	ghost	2006
Salamangkero (The Magician) (1986)	monster	1986
Salamangkero (The Magician) (1986)	witch	1986
Salem's Lot (1979) (TV)	vampire	1979
Salinnabileul ggotneun yeoja (1978)	zombie	1978
Sally Marshall Is Not an Alien (1999)	alien	1999
Sally and Johnny (1999)	alien	1999
Salvation (2002/I)	mutant	2002
Sam Bargo and the Lacertilians (2010) (V)	alien	2010
Samchongsa: Taimmeosin 001 (1980)	alien	1980
Sammy's avonturen 2 (2012)	predator	2012
SamouraÃ¯s (2002)	demon	2002
Samson (1964)	dinosaur	1964
Samurai Avenger: The Blind Wolf (2009)	monster	2009
Samurai Avenger: The Blind Wolf (2009)	zombie	2009
San Lazaro (2011)	ghost	2011
San daikaijÃ»: ChikyÃ» saidai no kessen (1964)	alien	1964
San daikaijÃ»: ChikyÃ» saidai no kessen (1964)	dragon	1964
San daikaijÃ»: ChikyÃ» saidai no kessen (1964)	godzilla	1964
San daikaijÃ»: ChikyÃ» saidai no kessen (1964)	monster	1964
San-Antonio ne pense qu'Ã  Ã§a (1981)	mermaid	1981
Sandcastles (1972) (TV)	ghost	1972
Sang-timent (1999)	vampire	1999
Sangre de vÃ­rgenes (1967)	vampire	1967
Sangre eterna (2002)	vampire	2002
Sanjao sam nocas da te nemam (2002) (V)	monster	2002
Santa Claus (1959)	devil	1959
Santa Claus Conquers the Devil: A 50 Year Retrospective (2009) (V)	devil	2009
Santa Claus Conquers the Martians (1964)	robot	1964
Santa Preys for X-mas (2010) (V)	zombie	2010
Santiago de sangre (2008)	vampire	2008
Santo contra los zombies (1962)	zombie	1962
Santo el enmascarado de plata y Blue Demon contra los monstruos (1970)	frankenstein's-monster	1970
Santo el enmascarado de plata y Blue Demon contra los monstruos (1970)	mummy	1970
Santo el enmascarado de plata y Blue Demon contra los monstruos (1970)	vampire	1970
Santo el enmascarado de plata y Blue Demon contra los monstruos (1970)	werewolf	1970
Santo en El tesoro de DrÃ¡cula (1969)	vampire	1969
Santo en el museo de cera (1963)	monster	1963
Santo vs. las lobas (1976)	werewolf	1963
Santo vs. las lobas (1976)	witch	1963
Santo vs. las mujeres vampiro (1962)	monster	1963
Santo vs. las mujeres vampiro (1962)	vampire	1963
Santo vs. las mujeres vampiro (1962)	werewolf	1963
Santo vs. las mujeres vampiro (1962)	witch	1963
Santo y Blue Demon vs DrÃ¡cula y el Hombre Lobo (1973)	cyclops	1973
Santo y Blue Demon vs DrÃ¡cula y el Hombre Lobo (1973)	dracula	1973
Santo y Blue Demon vs DrÃ¡cula y el Hombre Lobo (1973)	vampire	1973
Santo y Blue Demon vs DrÃ¡cula y el Hombre Lobo (1973)	werewolf	1973
Saphai breu... aw aw (2008)	ghost	1973
Saraba hakobune (1984)	ghost	1984
Sarah's Ghost (2012) (TV)	ghost	2012
Saranae Siblor (2010)	ghost	2010
Saranae Siblor (2010)	robot	2010
Sasqua (1975)	bigfoot	1975
Sasqua (1975)	monster	1975
Sasqua (1975)	sasquatch	1975
Sasquatch Assault (2009)	bigfoot	2009
Sasquatch Assault (2009)	sasquatch	2009
Sasquatch Hunters (2005) (V)	bigfoot	2005
Sasquatch Hunters (2005) (V)	sasquatch	2005
Sasquatch Mountain (2006)	sasquatch	2006
Sasquatch: The Legend of Bigfoot (1977)	bigfoot	1977
Sasquatch: The Legend of Bigfoot (1977)	sasquatch	1977
Satan Is My Homegirl (2011)	satan	2011
